Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_num,Engine_num,Power_num,Brand,Car_Age,fuel_unit,kg_co2e_per_unit,kg_co2e_per_kwh,kwh_per_unit,estimated_kg_co2e_per_km
Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,Second,8.0,4.0,12.05,2179.0,120.0,Mahindra,9,litre,2.51,0.24,10.45833,0.20829875518672197
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,First,5.0,4.75,21.64,1461.0,84.8,Nissan,8,litre,2.51,0.24,10.45833,0.11598890942698704
Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,5.0,3.1,17.5,1298.0,85.8,Maruti,11,litre,2.1,0.22,9.545455,0.12000000000000001
Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,First,5.0,3.61,21.1,814.0,55.2,Hyundai,3,litre,2.1,0.22,9.545455,0.0995260663507109
Honda Brio S MT,Coimbatore,2015,36695,Petrol,Manual,First,5.0,4.29,19.4,1198.0,86.8,Honda,5,litre,2.1,0.22,9.545455,0.10824742268041239
Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,First,5.0,2.13,18.06,1198.0,75.0,Nissan,9,litre,2.1,0.22,9.545455,0.11627906976744187
Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,First,5.0,1.1,19.7,796.0,46.3,Maruti,12,litre,2.1,0.22,9.545455,0.10659898477157362
BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,First,5.0,13.95,22.69,1995.0,190.0,BMW,9,litre,2.51,0.24,10.45833,0.11062141912736886
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,First,5.0,5.35,16.47,1198.0,74.0,Volkswagen,6,litre,2.1,0.22,9.545455,0.12750455373406194
Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,First,5.0,3.9,23.1,998.0,67.04,Maruti,6,litre,2.1,0.22,9.545455,0.09090909090909091
Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,First,5.0,2.8,21.5,1197.0,81.8,Maruti,6,litre,2.1,0.22,9.545455,0.09767441860465116
Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,First,5.0,8.75,26.21,1248.0,88.5,Maruti,4,litre,2.51,0.24,10.45833,0.09576497520030522
Audi A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,First,5.0,19.5,16.55,1968.0,147.51,Audi,7,litre,2.51,0.24,10.45833,0.15166163141993955
Honda Brio S MT,Kolkata,2013,32807,Petrol,Manual,First,5.0,2.75,19.4,1198.0,86.8,Honda,7,litre,2.1,0.22,9.545455,0.10824742268041239
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,First,8.0,8.0,11.79,2179.0,120.0,Mahindra,7,litre,2.51,0.24,10.45833,0.21289228159457166
Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,5.0,5.7,26.0,1498.0,98.6,Honda,6,litre,2.51,0.24,10.45833,0.09653846153846153
BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,First,5.0,12.5,17.05,1995.0,184.0,BMW,8,litre,2.51,0.24,10.45833,0.14721407624633429
Chevrolet Spark 1.0 LT,Chennai,2011,29000,Petrol,Manual,Second,5.0,1.75,18.0,995.0,62.0,Chevrolet,9,litre,2.1,0.22,9.545455,0.11666666666666667
Ford Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,Second,5.0,1.9,20.0,1399.0,68.0,Ford,10,litre,2.51,0.24,10.45833,0.1255
Maruti Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,First,5.0,4.5,20.4,1197.0,81.8,Maruti,5,litre,2.1,0.22,9.545455,0.10294117647058824
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,Diesel,Automatic,First,5.0,30.3,19.27,2143.0,170.0,Mercedes-Benz,5,litre,2.51,0.24,10.45833,0.1302542812662169
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,First,5.0,16.0,19.3,1968.0,141.0,Skoda,6,litre,2.51,0.24,10.45833,0.13005181347150258
BMW X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,First,5.0,32.78,18.56,1995.0,190.0,BMW,3,litre,2.51,0.24,10.45833,0.13523706896551724
Hyundai EON Era Plus,Jaipur,2015,54680,Petrol,Manual,First,5.0,2.5,21.1,814.0,55.2,Hyundai,5,litre,2.1,0.22,9.545455,0.0995260663507109
Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,First,5.0,43.0,18.25,1968.0,187.74,Audi,3,litre,2.51,0.24,10.45833,0.13753424657534247
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,First,5.0,5.38,18.16,1196.0,86.8,Ford,3,litre,2.1,0.22,9.545455,0.1156387665198238
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,First,5.0,2.65,20.92,998.0,67.1,Maruti,7,litre,2.1,0.22,9.545455,0.10038240917782026
Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,First,5.0,3.3,24.7,796.0,47.3,Maruti,3,litre,2.1,0.22,9.545455,0.08502024291497977
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,Diesel,Automatic,First,5.0,34.0,19.27,2143.0,167.62,Mercedes-Benz,5,litre,2.51,0.24,10.45833,0.1302542812662169
Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,5.0,0.7,20.3,1086.0,68.0,Hyundai,19,litre,2.1,0.22,9.545455,0.10344827586206896
Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,First,5.0,6.83,24.4,1120.0,71.0,Hyundai,3,litre,2.51,0.24,10.45833,0.10286885245901639
Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,First,5.0,5.77,25.8,1498.0,98.6,Honda,4,litre,2.51,0.24,10.45833,0.09728682170542635
Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,Second,5.0,3.1,17.8,1248.0,75.0,Maruti,12,litre,2.51,0.24,10.45833,0.14101123595505616
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,First,5.0,4.95,16.2,1199.0,74.0,Volkswagen,3,litre,2.1,0.22,9.545455,0.12962962962962965
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,First,5.0,16.25,17.11,1968.0,174.33,Audi,7,litre,2.51,0.24,10.45833,0.146697837521917
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,Diesel,Automatic,First,7.0,52.54,10.2,4367.0,308.0,Land,8,litre,2.51,0.24,10.45833,0.246078431372549
Mahindra XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,Third,7.0,6.4,16.0,2179.0,140.0,Mahindra,9,litre,2.51,0.24,10.45833,0.156875
Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Diesel,Manual,Third,7.0,6.95,13.1,2499.0,141.0,Ford,9,litre,2.51,0.24,10.45833,0.1916030534351145
Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,5.0,0.85,17.2,1396.0,53.5,Tata,12,litre,2.51,0.24,10.45833,0.14593023255813953
Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,First,5.0,6.95,21.4,1197.0,83.1,Maruti,4,litre,2.1,0.22,9.545455,0.09813084112149534
Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,First,5.0,3.45,24.4,1120.0,71.0,Hyundai,3,litre,2.51,0.24,10.45833,0.10286885245901639
Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,Petrol,Manual,First,5.0,2.75,13.5,1799.0,130.0,Honda,12,litre,2.1,0.22,9.545455,0.15555555555555556
Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,5.0,4.95,18.6,1197.0,81.83,Hyundai,5,litre,2.1,0.22,9.545455,0.11290322580645161
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,First,5.0,9.62,17.0,1198.0,108.5,Tata,2,litre,2.1,0.22,9.545455,0.12352941176470589
Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,First,5.0,6.79,18.6,1197.0,81.83,Hyundai,4,litre,2.1,0.22,9.545455,0.11290322580645161
Maruti Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,First,5.0,4.5,19.1,1197.0,85.8,Maruti,6,litre,2.1,0.22,9.545455,0.10994764397905758
Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,First,5.0,3.01,22.5,998.0,67.04,Maruti,6,litre,2.1,0.22,9.545455,0.09333333333333334
Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,First,5.0,4.4,21.9,1396.0,88.76,Hyundai,8,litre,2.51,0.24,10.45833,0.11461187214611872
Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,Diesel,Automatic,First,7.0,17.49,12.55,2982.0,168.5,Toyota,8,litre,2.51,0.24,10.45833,0.19999999999999998
Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,First,5.0,4.66,20.36,1197.0,78.9,Hyundai,6,litre,2.1,0.22,9.545455,0.1031434184675835
Hyundai Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,First,5.0,5.5,18.9,1197.0,82.0,Hyundai,5,litre,2.1,0.22,9.545455,0.11111111111111112
Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,First,5.0,6.0,18.6,1197.0,81.83,Hyundai,4,litre,2.1,0.22,9.545455,0.11290322580645161
Hyundai Santro Xing XL AT eRLX Euro II,Hyderabad,2007,76000,Petrol,Automatic,First,5.0,2.4,17.0,1086.0,97.7,Hyundai,13,litre,2.1,0.22,9.545455,0.12352941176470589
Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,5.0,10.19,24.3,1248.0,88.5,Maruti,2,litre,2.51,0.24,10.45833,0.10329218106995884
Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,5.0,5.25,25.8,1498.0,98.6,Honda,4,litre,2.51,0.24,10.45833,0.09728682170542635
Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,Diesel,Automatic,First,5.0,45.0,15.26,2143.0,203.2,Mercedes-Benz,6,litre,2.51,0.24,10.45833,0.16448230668414154
Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,5.0,2.7,23.0,1396.0,90.0,Hyundai,10,litre,2.51,0.24,10.45833,0.10913043478260868
Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,First,5.0,3.39,19.81,1086.0,68.05,Hyundai,7,litre,2.1,0.22,9.545455,0.1060070671378092
Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,5.0,5.69,26.59,1248.0,74.0,Maruti,6,litre,2.51,0.24,10.45833,0.09439638962015795
BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,First,2.0,58.54,10.37,2979.0,306.0,BMW,2,litre,2.1,0.22,9.545455,0.2025072324011572
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,5.0,8.4,27.39,1248.0,74.0,Maruti,3,litre,2.51,0.24,10.45833,0.09163928441036874
Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,5.0,2.5,25.44,936.0,57.6,Chevrolet,8,litre,2.51,0.24,10.45833,0.09866352201257861
Honda Brio V MT,Pune,2012,59000,Petrol,Manual,First,5.0,3.25,19.4,1198.0,86.8,Honda,8,litre,2.1,0.22,9.545455,0.10824742268041239
Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,5.0,3.25,20.0,1399.0,68.05,Ford,6,litre,2.51,0.24,10.45833,0.1255
Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,First,5.0,4.25,23.1,998.0,67.04,Maruti,4,litre,2.1,0.22,9.545455,0.09090909090909091
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,First,5.0,18.5,14.84,2143.0,170.0,Mercedes-Benz,6,litre,2.51,0.24,10.45833,0.1691374663072776
Hyundai Santro Xing XL AT eRLX Euro III,Hyderabad,2007,71000,Petrol,Automatic,First,5.0,2.4,17.0,1086.0,97.7,Hyundai,13,litre,2.1,0.22,9.545455,0.12352941176470589
Honda Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,5.0,4.25,19.4,1198.0,86.8,Honda,5,litre,2.1,0.22,9.545455,0.10824742268041239
Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,5.0,8.85,21.4,1197.0,83.1,Maruti,2,litre,2.1,0.22,9.545455,0.09813084112149534
Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,5.0,4.14,21.1,814.0,55.2,Hyundai,6,litre,2.1,0.22,9.545455,0.0995260663507109
Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,Electric,Automatic,First,5.0,12.75,18.15,1798.0,73.0,Toyota,9,kWh,0.212,0.19,1.0,0.011680440771349863
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,5.0,7.0,23.0,1396.0,90.0,Hyundai,5,litre,2.51,0.24,10.45833,0.10913043478260868
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,7.0,33.0,10.91,3198.0,197.0,Ford,2,litre,2.51,0.24,10.45833,0.23006416131989
Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,5.0,10.0,17.4,1497.0,117.3,Honda,3,litre,2.1,0.22,9.545455,0.12068965517241381
Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,5.0,3.53,21.5,1248.0,88.8,Maruti,8,litre,2.51,0.24,10.45833,0.11674418604651161
Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,First,5.0,1.35,12.9,1598.0,102.5,Chevrolet,13,litre,2.1,0.22,9.545455,0.16279069767441862
Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,5.0,4.5,20.54,1598.0,103.6,Volkswagen,7,litre,2.51,0.24,10.45833,0.12220058422590067
Honda City V MT,Pune,2012,69000,Petrol,Manual,First,5.0,4.9,16.8,1497.0,116.3,Honda,8,litre,2.1,0.22,9.545455,0.125
Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,5.0,12.26,19.67,1582.0,126.2,Hyundai,4,litre,2.51,0.24,10.45833,0.1276054905948144
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,5.0,3.99,24.4,1120.0,71.0,Hyundai,6,litre,2.51,0.24,10.45833,0.10286885245901639
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,5.0,46.95,17.9,2143.0,170.0,Mercedes-Benz,3,litre,2.51,0.24,10.45833,0.14022346368715083
Ford Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,5.0,3.8,20.0,1399.0,68.0,Ford,5,litre,2.51,0.24,10.45833,0.1255
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,5.0,6.75,15.0,1896.0,105.0,Volkswagen,7,litre,2.51,0.24,10.45833,0.1673333333333333
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,7.0,8.75,18.49,1493.0,100.0,Mahindra,3,litre,2.51,0.24,10.45833,0.1357490535424554
Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Petrol,Manual,Second,5.0,5.2,15.8,1499.0,110.0,Ford,7,litre,2.1,0.22,9.545455,0.13291139240506328
Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,5.0,8.42,17.1,1591.0,121.3,Hyundai,3,litre,2.1,0.22,9.545455,0.12280701754385964
Maruti Wagon R LXI CNG,Pune,2014,58000,CNG,Manual,First,5.0,3.0,26.6,998.0,58.16,Maruti,6,kg,2.5625,0.18,14.23611,0.09633458646616541
Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,5.0,5.75,18.6,1197.0,81.83,Hyundai,4,litre,2.1,0.22,9.545455,0.11290322580645161
Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,5.0,9.75,15.2,1968.0,140.8,Audi,12,litre,2.51,0.24,10.45833,0.1651315789473684
Nissan Micra Active XV S,Delhi,2015,28500,Petrol,Manual,First,5.0,3.5,19.49,1198.0,67.04,Nissan,5,litre,2.1,0.22,9.545455,0.107747562852745
Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,First,5.0,30.0,15.26,2143.0,203.2,Mercedes-Benz,6,litre,2.51,0.24,10.45833,0.16448230668414154
Land Rover Discovery Sport TD4 S,Delhi,2017,22000,Diesel,Automatic,First,5.0,35.0,12.83,2179.0,147.5,Land,3,litre,2.51,0.24,10.45833,0.19563522992985188
Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,5.0,13.25,15.8,1591.0,121.3,Hyundai,2,litre,2.1,0.22,9.545455,0.13291139240506328
Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,Diesel,Manual,First,5.0,3.65,20.5,1598.0,103.5,Skoda,7,litre,2.51,0.24,10.45833,0.12243902439024389
Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,5.0,5.25,23.4,1248.0,74.0,Maruti,5,litre,2.51,0.24,10.45833,0.10726495726495726
Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,5.0,9.7,15.8,1591.0,121.3,Hyundai,4,litre,2.1,0.22,9.545455,0.13291139240506328
Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,5.0,5.21,24.0,1120.0,70.0,Hyundai,3,litre,2.51,0.24,10.45833,0.10458333333333332
Mahindra TUV 300 T8,Pune,2016,67000,Diesel,Manual,First,7.0,6.3,18.49,1493.0,100.0,Mahindra,4,litre,2.51,0.24,10.45833,0.1357490535424554
Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,5.0,4.72,24.0,1120.0,70.0,Hyundai,6,litre,2.51,0.24,10.45833,0.10458333333333332
BMW X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,Second,5.0,28.0,11.7,2993.0,245.0,BMW,9,litre,2.51,0.24,10.45833,0.21452991452991452
Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,5.0,8.37,28.4,1248.0,73.75,Maruti,2,litre,2.51,0.24,10.45833,0.08838028169014084
Toyota Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,First,7.0,14.0,12.55,2982.0,168.5,Toyota,8,litre,2.51,0.24,10.45833,0.19999999999999998
Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,Diesel,Automatic,First,5.0,36.0,17.68,1968.0,174.33,Audi,5,litre,2.51,0.24,10.45833,0.1419683257918552
Honda Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,First,5.0,6.4,27.3,1498.0,98.6,Honda,5,litre,2.51,0.24,10.45833,0.09194139194139193
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2015,56238,Diesel,Automatic,First,7.0,51.69,11.33,4134.0,335.2,Audi,5,litre,2.51,0.24,10.45833,0.22153574580759045
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,First,7.0,8.0,12.05,2179.0,120.0,Mahindra,6,litre,2.51,0.24,10.45833,0.20829875518672197
Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,5.0,9.8,18.3,1991.0,147.9,Chevrolet,8,litre,2.51,0.24,10.45833,0.1371584699453552
Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,5.0,2.7,25.44,936.0,57.6,Chevrolet,8,litre,2.51,0.24,10.45833,0.09866352201257861
Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,5.0,24.37,18.25,1968.0,187.74,Audi,6,litre,2.51,0.24,10.45833,0.13753424657534247
Skoda Rapid 1.6 MPI AT Style,Kochi,2018,21488,Petrol,Automatic,First,5.0,9.72,14.3,1598.0,103.52,Skoda,2,litre,2.1,0.22,9.545455,0.14685314685314685
Maruti Swift Dzire VDI,Pune,2014,197000,Diesel,Manual,First,5.0,5.0,23.4,1248.0,74.0,Maruti,6,litre,2.51,0.24,10.45833,0.10726495726495726
Toyota Fortuner 3.0 Diesel,Pune,2009,138205,Diesel,Manual,Second,7.0,10.5,11.5,2982.0,171.0,Toyota,11,litre,2.51,0.24,10.45833,0.21826086956521737
Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,5.0,3.9,22.9,1248.0,74.0,Maruti,8,litre,2.51,0.24,10.45833,0.10960698689956332
Honda City 1.5 V MT Exclusive,Coimbatore,2012,67590,Petrol,Manual,First,5.0,5.65,17.0,1497.0,118.0,Honda,8,litre,2.1,0.22,9.545455,0.12352941176470589
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,52000,Diesel,Automatic,First,5.0,29.95,15.26,2143.0,203.2,Mercedes-Benz,8,litre,2.51,0.24,10.45833,0.16448230668414154
Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,5.0,3.0,17.8,1248.0,75.0,Maruti,12,litre,2.51,0.24,10.45833,0.14101123595505616
Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,5.0,6.0,26.1,1498.0,99.0,Ford,3,litre,2.51,0.24,10.45833,0.09616858237547891
Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,5.0,2.11,20.36,1197.0,78.9,Hyundai,11,litre,2.1,0.22,9.545455,0.1031434184675835
Fiat Punto 1.4 Emotion,Kolkata,2010,47000,Petrol,Manual,First,5.0,1.49,14.6,1493.0,97.7,Fiat,10,litre,2.1,0.22,9.545455,0.14383561643835618
Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,5.0,1.5,19.7,796.0,46.3,Maruti,9,litre,2.1,0.22,9.545455,0.10659898477157362
Toyota Etios Liva GD,Coimbatore,2013,62601,Diesel,Manual,First,5.0,4.67,23.59,1364.0,97.7,Toyota,7,litre,2.51,0.24,10.45833,0.10640101738024586
Maruti Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,Second,5.0,2.85,20.4,1197.0,81.8,Maruti,14,litre,2.1,0.22,9.545455,0.10294117647058824
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,26493,Diesel,Automatic,First,5.0,33.64,19.27,2143.0,170.0,Mercedes-Benz,3,litre,2.51,0.24,10.45833,0.1302542812662169
Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,Second,5.0,0.91,17.88,1396.0,52.8,Tata,9,litre,2.51,0.24,10.45833,0.14038031319910513
Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,5.0,2.42,22.74,796.0,47.3,Maruti,6,litre,2.1,0.22,9.545455,0.09234828496042218
Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,Petrol,Automatic,First,5.0,3.25,9.3,2771.0,193.1,Skoda,15,litre,2.1,0.22,9.545455,0.22580645161290322
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Petrol,Manual,First,5.0,2.8,16.47,1198.0,73.9,Volkswagen,7,litre,2.1,0.22,9.545455,0.12750455373406194
Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,5.0,8.3,22.0,1197.0,81.8,Maruti,1,litre,2.1,0.22,9.545455,0.09545454545454546
Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,8.0,5.25,12.05,2179.0,120.0,Mahindra,10,litre,2.51,0.24,10.45833,0.20829875518672197
Maruti Swift Vdi BSIII,Jaipur,2010,152000,Diesel,Manual,First,5.0,2.9,17.8,1248.0,75.0,Maruti,10,litre,2.51,0.24,10.45833,0.14101123595505616
BMW 3 Series 320d Prestige,Pune,2013,71000,Diesel,Automatic,First,5.0,15.0,18.88,1995.0,184.0,BMW,7,litre,2.51,0.24,10.45833,0.1329449152542373
Tata Nano STD SE,Jaipur,2012,80000,Petrol,Manual,Second,4.0,0.53,25.4,624.0,37.5,Tata,8,litre,2.1,0.22,9.545455,0.08267716535433071
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,Diesel,Manual,First,8.0,12.5,12.99,2494.0,100.0,Toyota,6,litre,2.51,0.24,10.45833,0.193225558121632
Honda Brio S Option MT,Mumbai,2012,25000,Petrol,Manual,First,5.0,2.75,18.4,1198.0,86.8,Honda,8,litre,2.1,0.22,9.545455,0.1141304347826087
Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,5.0,5.0,23.84,1199.0,83.83,Tata,2,litre,2.1,0.22,9.545455,0.08808724832214765
Mahindra Scorpio SLE BSIV,Kochi,2014,45239,Diesel,Manual,First,8.0,7.09,12.05,2179.0,120.0,Mahindra,6,litre,2.51,0.24,10.45833,0.20829875518672197
BMW 5 Series 2003-2012 525d,Hyderabad,2011,101999,Diesel,Automatic,First,5.0,19.99,16.73,1995.0,218.0,BMW,9,litre,2.51,0.24,10.45833,0.15002988643156007
Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,Diesel,Manual,First,5.0,10.75,21.43,1364.0,87.2,Toyota,6,litre,2.51,0.24,10.45833,0.11712552496500232
Honda City i VTEC CVT VX,Mumbai,2016,25000,Petrol,Automatic,First,5.0,9.45,18.0,1497.0,117.3,Honda,4,litre,2.1,0.22,9.545455,0.11666666666666667
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,5.0,2.9,22.0,1582.0,126.2,Hyundai,12,litre,2.51,0.24,10.45833,0.11409090909090908
Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,5.0,4.7,26.59,1248.0,74.0,Maruti,5,litre,2.51,0.24,10.45833,0.09439638962015795
Maruti Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,First,5.0,7.11,20.73,1373.0,91.1,Maruti,4,litre,2.1,0.22,9.545455,0.10130246020260492
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,Diesel,Manual,First,5.0,6.25,22.7,1498.0,89.84,Ford,6,litre,2.51,0.24,10.45833,0.11057268722466959
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,81000,Petrol,Manual,First,5.0,2.2,20.92,998.0,67.1,Maruti,9,litre,2.1,0.22,9.545455,0.10038240917782026
Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,5.0,8.86,19.0,1199.0,88.76,Honda,1,litre,2.1,0.22,9.545455,0.1105263157894737
Mahindra XUV500 W6 2WD,Delhi,2015,37000,Diesel,Manual,First,7.0,9.3,15.1,2179.0,140.0,Mahindra,5,litre,2.51,0.24,10.45833,0.1662251655629139
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,First,7.0,7.57,18.49,1493.0,100.0,Mahindra,3,litre,2.51,0.24,10.45833,0.1357490535424554
